gene	length
ENSG00000188976	5539
ENSG00000188986	2698
ENSG00000188993	3327
ENSG00000188994	13128
ENSG00000188997	4164
ENSG00000189001	1986
ENSG00000189007	7175
ENSG00000189042	4724
ENSG00000189043	3556
ENSG00000189046	2287
ENSG00000189050	3399
ENSG00000189056	12642
ENSG00000189057	3857
ENSG00000189058	2197
ENSG00000189060	2329
ENSG00000189067	4784
ENSG00000189077	2004
ENSG00000189079	12127
ENSG00000189091	9666
ENSG00000189114	2666
ENSG00000189129	1240
ENSG00000189134	1639
ENSG00000189136	3008
ENSG00000189143	4693
ENSG00000189144	4689
ENSG00000189159	3433
ENSG00000189164	6436
ENSG00000189171	2558
ENSG00000189180	7439
ENSG00000189184	5925
ENSG00000189190	4669
ENSG00000189221	4213
ENSG00000189223	15695
ENSG00000189227	1958
ENSG00000189241	3326
ENSG00000189266	2564
ENSG00000189298	4835
ENSG00000189306	4082
ENSG00000189308	6768
ENSG00000189319	6424
ENSG00000189320	2526
ENSG00000189337	12644
ENSG00000189339	7790
ENSG00000189343	924
ENSG00000189362	6521
ENSG00000189369	2844
ENSG00000189376	2468
ENSG00000189398	973
ENSG00000189403	5828
ENSG00000189410	4423
ENSG00000196072	2215
ENSG00000196081	3322
ENSG00000196083	9596
ENSG00000196110	3623
ENSG00000196116	4542
ENSG00000196123	4780
ENSG00000196139	4532
ENSG00000196141	10437
ENSG00000196150	8711
ENSG00000196151	2135
ENSG00000196152	2187
ENSG00000196154	1025
ENSG00000196155	7328
ENSG00000196159	16439
ENSG00000196172	6497
ENSG00000196177	6256
ENSG00000196182	5590
ENSG00000196187	10339
ENSG00000196199	4786
ENSG00000196204	5510
ENSG00000196205	1738
ENSG00000196208	12320
ENSG00000196214	4015
ENSG00000196220	18864
ENSG00000196227	5323
ENSG00000196230	3359
ENSG00000196233	11116
ENSG00000196235	8191
ENSG00000196236	10030
ENSG00000196247	6556
ENSG00000196262	4429
ENSG00000196263	6783
ENSG00000196267	4229
ENSG00000196268	11214
ENSG00000196275	7233
ENSG00000196284	3194
ENSG00000196290	1987
ENSG00000196295	21375
ENSG00000196305	7401
ENSG00000196312	1313
ENSG00000196313	9818
ENSG00000196323	10801
ENSG00000196345	4048
ENSG00000196352	4477
ENSG00000196357	3727
ENSG00000196358	5415
ENSG00000196363	3660
ENSG00000196365	5085
ENSG00000196367	13218
ENSG00000196368	2385
ENSG00000196369	1427
ENSG00000196371	6047
ENSG00000196372	3003
ENSG00000196378	2222
ENSG00000196387	5374
ENSG00000196388	1553
ENSG00000196391	5457
ENSG00000196396	3529
ENSG00000196405	10585
ENSG00000196409	4424
ENSG00000196411	6413
ENSG00000196417	7012
ENSG00000196418	4517
ENSG00000196419	3280
ENSG00000196422	5276
ENSG00000196428	11676
ENSG00000196437	5016
ENSG00000196440	13347
ENSG00000196449	1826
ENSG00000196453	3233
ENSG00000196455	5376
ENSG00000196456	6876
ENSG00000196458	7699
ENSG00000196459	6107
ENSG00000196460	2625
ENSG00000196465	3264
ENSG00000196466	5055
ENSG00000196470	6725
ENSG00000196476	1921
ENSG00000196498	13975
ENSG00000196504	9536
ENSG00000196505	10496
ENSG00000196507	2305
ENSG00000196510	6009
ENSG00000196511	8436
ENSG00000196517	5159
ENSG00000196526	9315
ENSG00000196531	10008
ENSG00000196535	10771
ENSG00000196544	1913
ENSG00000196547	10002
ENSG00000196549	9566
ENSG00000196550	3783
ENSG00000196562	6657
ENSG00000196569	10032
ENSG00000196576	7252
ENSG00000196584	4853
ENSG00000196586	8785
ENSG00000196588	5538
ENSG00000196591	15461
ENSG00000196597	4619
ENSG00000196605	3912
ENSG00000196611	1970
ENSG00000196628	22377
ENSG00000196632	11443
ENSG00000196636	2303
ENSG00000196639	5546
ENSG00000196642	10924
ENSG00000196646	4793
ENSG00000196652	6056
ENSG00000196653	3273
ENSG00000196655	5140
ENSG00000196656	563
ENSG00000196659	4017
ENSG00000196663	9384
ENSG00000196670	4198
ENSG00000196678	6761
ENSG00000196683	1730
ENSG00000196693	5958
ENSG00000196696	6186
ENSG00000196700	6018
ENSG00000196704	4206
ENSG00000196705	4733
ENSG00000196712	26685
ENSG00000196715	5899
ENSG00000196724	4501
ENSG00000196730	8982
ENSG00000196739	13988
ENSG00000196741	1238
ENSG00000196743	4479
ENSG00000196754	1567
ENSG00000196756	4186
ENSG00000196757	3319
ENSG00000196776	7895
ENSG00000196781	4906
ENSG00000196782	7030
ENSG00000196787	2239
ENSG00000196792	4965
ENSG00000196793	2509
ENSG00000196810	7820
ENSG00000196812	1328
ENSG00000196814	8070
ENSG00000196821	4551
ENSG00000196839	2852
ENSG00000196843	3565
ENSG00000196850	7617
ENSG00000196865	11223
ENSG00000196867	6964
ENSG00000196876	12457
ENSG00000196878	4688
ENSG00000196911	5556
ENSG00000196912	7599
ENSG00000196914	23687
ENSG00000196922	9148
ENSG00000196923	4407
ENSG00000196924	10585
ENSG00000196935	12253
ENSG00000196937	3422
ENSG00000196943	6033
ENSG00000196950	6917
ENSG00000196954	7256
ENSG00000196961	8746
ENSG00000196963	4814
ENSG00000196967	8687
ENSG00000196968	4885
ENSG00000196972	2696
ENSG00000196975	9946
ENSG00000196976	1253
ENSG00000196981	4168
ENSG00000196998	4981
ENSG00000197006	7035
ENSG00000197008	2845
ENSG00000197013	5019
ENSG00000197016	9649
ENSG00000197019	2114
ENSG00000197020	6609
ENSG00000197021	2509
ENSG00000197024	6394
ENSG00000197037	7094
ENSG00000197043	5427
ENSG00000197044	4748
ENSG00000197045	7966
ENSG00000197046	3598
ENSG00000197050	4023
ENSG00000197056	4828
ENSG00000197062	2810
ENSG00000197063	5220
ENSG00000197070	3821
ENSG00000197077	15818
ENSG00000197081	9958
ENSG00000197083	3127
ENSG00000197093	3397
ENSG00000197102	15826
ENSG00000197106	6644
ENSG00000197111	8400
ENSG00000197114	3335
ENSG00000197119	7451
ENSG00000197121	12761
ENSG00000197122	6531
ENSG00000197124	4968
ENSG00000197128	6096
ENSG00000197136	7972
ENSG00000197140	10044
ENSG00000197142	4318
ENSG00000197147	8074
ENSG00000197150	9339
ENSG00000197157	6500
ENSG00000197162	4340
ENSG00000197170	5364
ENSG00000197182	5728
ENSG00000197183	9448
ENSG00000197191	1297
ENSG00000197208	2688
ENSG00000197217	7064
ENSG00000197223	3581
ENSG00000197226	11473
ENSG00000197249	4902
ENSG00000197256	7657
ENSG00000197258	1828
ENSG00000197265	2595
ENSG00000197275	5313
ENSG00000197283	7013
ENSG00000197296	4597
ENSG00000197299	6015
ENSG00000197301	6033
ENSG00000197302	9816
ENSG00000197312	12136
ENSG00000197321	10341
ENSG00000197323	9574
ENSG00000197324	7112
ENSG00000197329	4125
ENSG00000197343	8401
ENSG00000197345	2825
ENSG00000197355	5283
ENSG00000197362	3594
ENSG00000197363	5308
ENSG00000197372	6785
ENSG00000197375	12788
ENSG00000197380	5361
ENSG00000197381	10015
ENSG00000197386	18118
ENSG00000197415	6554
ENSG00000197417	3838
ENSG00000197429	3705
ENSG00000197442	5304
ENSG00000197448	4228
ENSG00000197451	2144
ENSG00000197457	2449
ENSG00000197461	4151
ENSG00000197467	5844
ENSG00000197483	3847
ENSG00000197496	4822
ENSG00000197497	5808
ENSG00000197498	3922
ENSG00000197506	5137
ENSG00000197530	8767
ENSG00000197535	13007
ENSG00000197536	4475
ENSG00000197548	8833
ENSG00000197555	12412
ENSG00000197557	5975
ENSG00000197562	4180
ENSG00000197563	6796
ENSG00000197566	5090
ENSG00000197568	1222
ENSG00000197576	1747
ENSG00000197579	4098
ENSG00000197582	606
ENSG00000197586	5327
ENSG00000197594	8294
ENSG00000197601	7501
ENSG00000197603	15146
ENSG00000197608	4277
ENSG00000197614	3876
ENSG00000197619	4871
ENSG00000197620	4104
ENSG00000197622	4184
ENSG00000197632	2748
ENSG00000197635	5009
ENSG00000197646	2418
ENSG00000197647	3079
ENSG00000197694	11007
ENSG00000197696	1022
ENSG00000197702	8307
ENSG00000197712	4871
ENSG00000197713	2841
ENSG00000197724	5569
ENSG00000197728	1600
ENSG00000197744	327
ENSG00000197746	3224
ENSG00000197747	1543
ENSG00000197756	5958
ENSG00000197763	3809
ENSG00000197771	5944
ENSG00000197774	6972
ENSG00000197776	3006
ENSG00000197779	8443
ENSG00000197780	1400
ENSG00000197782	7957
ENSG00000197785	3069
ENSG00000197798	3846
ENSG00000197808	4195
ENSG00000197818	6957
ENSG00000197841	3760
ENSG00000197852	9199
ENSG00000197857	6460
ENSG00000197858	3269
ENSG00000197860	5748
ENSG00000197863	3851
ENSG00000197872	5448
ENSG00000197879	8152
ENSG00000197885	3469
ENSG00000197892	11112
ENSG00000197894	4863
ENSG00000197903	820
ENSG00000197905	2272
ENSG00000197912	10035
ENSG00000197927	2354
ENSG00000197928	14542
ENSG00000197930	7548
ENSG00000197932	1701
ENSG00000197933	2459
ENSG00000197935	3176
ENSG00000197937	5364
ENSG00000197948	6073
ENSG00000197951	6170
ENSG00000197956	971
ENSG00000197958	2452
ENSG00000197959	11346
ENSG00000197961	4283
ENSG00000197965	7069
ENSG00000197969	20196
ENSG00000197976	4075
ENSG00000197982	2231
ENSG00000197989	3377
ENSG00000198000	8056
ENSG00000198001	5629
ENSG00000198015	3949
ENSG00000198018	3657
ENSG00000198026	7543
ENSG00000198028	2836
ENSG00000198034	2982
ENSG00000198039	8652
ENSG00000198040	9515
ENSG00000198042	4846
ENSG00000198046	9129
ENSG00000198053	4032
ENSG00000198055	4355
ENSG00000198056	2437
ENSG00000198060	4632
ENSG00000198074	1744
ENSG00000198081	4120
ENSG00000198087	6751
ENSG00000198089	12038
ENSG00000198093	4365
ENSG00000198105	6464
ENSG00000198108	3938
ENSG00000198113	4148
ENSG00000198121	4095
ENSG00000198130	7438
ENSG00000198131	6953
ENSG00000198142	4653
ENSG00000198146	5439
ENSG00000198155	2804
ENSG00000198157	2416
ENSG00000198160	8273
ENSG00000198162	9667
ENSG00000198168	5263
ENSG00000198169	4931
ENSG00000198171	1832
ENSG00000198176	3767
ENSG00000198182	4740
ENSG00000198185	5286
ENSG00000198189	2435
ENSG00000198198	17331
ENSG00000198205	5204
ENSG00000198218	5499
ENSG00000198225	1579
ENSG00000198231	8521
ENSG00000198242	2824
ENSG00000198246	2684
ENSG00000198252	4978
ENSG00000198258	1931
ENSG00000198265	15677
ENSG00000198270	5393
ENSG00000198276	3105
ENSG00000198298	2397
ENSG00000198300	9284
ENSG00000198301	3491
ENSG00000198315	7565
ENSG00000198324	3361
ENSG00000198331	2999
ENSG00000198346	6285
ENSG00000198355	2461
ENSG00000198356	1652
ENSG00000198363	13632
ENSG00000198369	5154
ENSG00000198373	9053
ENSG00000198380	8858
ENSG00000198382	6352
ENSG00000198399	12014
ENSG00000198406	983
ENSG00000198408	7602
ENSG00000198420	6310
ENSG00000198429	2931
ENSG00000198431	6686
ENSG00000198440	8060
ENSG00000198453	9322
ENSG00000198455	5638
ENSG00000198464	4836
ENSG00000198466	7350
ENSG00000198467	4047
ENSG00000198468	3094
ENSG00000198477	5733
ENSG00000198478	4649
ENSG00000198482	5008
ENSG00000198483	3342
ENSG00000198492	3859
ENSG00000198496	2096
ENSG00000198498	3513
ENSG00000198513	4375
ENSG00000198517	4458
ENSG00000198521	8648
ENSG00000198522	3746
ENSG00000198538	5974
ENSG00000198542	3990
ENSG00000198546	3265
ENSG00000198551	3827
ENSG00000198554	6385
ENSG00000198556	6683
ENSG00000198561	8833
ENSG00000198563	7162
ENSG00000198580	1456
ENSG00000198585	7038
ENSG00000198586	9405
ENSG00000198589	15018
ENSG00000198598	4003
ENSG00000198604	7725
ENSG00000198612	4743
ENSG00000198618	498
ENSG00000198624	4993
ENSG00000198625	11385
ENSG00000198642	5710
ENSG00000198646	10529
ENSG00000198648	4247
ENSG00000198663	7340
ENSG00000198668	7705
ENSG00000198677	8092
ENSG00000198680	2461
ENSG00000198682	4116
ENSG00000198689	4710
ENSG00000198690	6194
ENSG00000198692	4074
ENSG00000198695	525
ENSG00000198700	11915
ENSG00000198707	10386
ENSG00000198712	684
ENSG00000198715	3224
ENSG00000198718	10274
ENSG00000198719	3174
ENSG00000198720	3971
ENSG00000198721	4579
ENSG00000198722	6592
ENSG00000198727	1141
ENSG00000198728	2790
ENSG00000198729	2152
ENSG00000198730	5562
ENSG00000198732	4369
ENSG00000198736	2157
ENSG00000198740	8810
ENSG00000198742	6276
ENSG00000198744	547
ENSG00000198746	2225
ENSG00000198750	1370
ENSG00000198752	7958
ENSG00000198753	7128
ENSG00000198755	1501
ENSG00000198756	7339
ENSG00000198763	1042
ENSG00000198768	3942
ENSG00000198774	1826
ENSG00000198780	6860
ENSG00000198783	1657
ENSG00000198786	1812
ENSG00000198791	6679
ENSG00000198792	5014
ENSG00000198793	12119
ENSG00000198794	4874
ENSG00000198795	6223
ENSG00000198796	9431
ENSG00000198799	12456
ENSG00000198804	1542
ENSG00000198805	4139
ENSG00000198814	4511
ENSG00000198815	6893
ENSG00000198816	2072
ENSG00000198818	3104
ENSG00000198824	4167
ENSG00000198825	6184
ENSG00000198826	6428
ENSG00000198830	2509
ENSG00000198832	3187
ENSG00000198833	4290
ENSG00000198835	2243
ENSG00000198836	8448
ENSG00000198837	7584
ENSG00000198839	4014
ENSG00000198840	346
ENSG00000198841	1714
ENSG00000198843	4105
ENSG00000198846	4131
ENSG00000198848	2937
ENSG00000198853	5682
ENSG00000198855	4267
ENSG00000198856	1617
ENSG00000198858	2961
ENSG00000198860	2443
ENSG00000198862	8869
ENSG00000198863	4757
ENSG00000198865	3431
ENSG00000198873	2949
ENSG00000198874	3885
ENSG00000198876	4390
ENSG00000198886	1378
ENSG00000198887	6539
ENSG00000198888	956
ENSG00000198890	2650
ENSG00000198892	1746
ENSG00000198894	5300
ENSG00000198898	8386
ENSG00000198899	681
ENSG00000198900	3738
ENSG00000198901	5523
ENSG00000198908	5518
ENSG00000198909	6107
ENSG00000198911	7531
ENSG00000198912	4388
ENSG00000198917	4593
ENSG00000198918	2141
ENSG00000198919	6972
ENSG00000198920	6299
ENSG00000198924	4596
ENSG00000198925	8136
ENSG00000198931	1803
ENSG00000198932	6340
ENSG00000198933	4280
ENSG00000198934	3699
ENSG00000198937	619
ENSG00000198938	784
ENSG00000198945	5111
ENSG00000198947	18178
ENSG00000198948	8741
ENSG00000198951	3706
ENSG00000198952	5308
ENSG00000198954	2699
ENSG00000198959	6962
ENSG00000198960	2487
ENSG00000198961	5222
ENSG00000198964	6338
ENSG00000203326	7193
ENSG00000203485	6497
ENSG00000203644	906
ENSG00000203666	8605
ENSG00000203667	4864
ENSG00000203668	7078
ENSG00000203705	3788
ENSG00000203709	15647
ENSG00000203722	1486
ENSG00000203724	611
ENSG00000203760	795
ENSG00000203761	2647
ENSG00000203772	3269
ENSG00000203778	2543
ENSG00000203791	4225
ENSG00000203805	2534
ENSG00000203827	3830
ENSG00000203832	16242
ENSG00000203837	2354
ENSG00000203875	2206
ENSG00000203879	5249
ENSG00000203880	6611
ENSG00000203896	2653
ENSG00000203950	1265
ENSG00000203965	5704
ENSG00000203993	1841
ENSG00000204052	2121
ENSG00000204054	12641
ENSG00000204070	6117
ENSG00000204084	9099
ENSG00000204103	3393
ENSG00000204104	4638
ENSG00000204116	6939
ENSG00000204120	13434
ENSG00000204130	8137
ENSG00000204138	7165
ENSG00000204147	4309
ENSG00000204149	2772
ENSG00000204160	5436
ENSG00000204176	7158
ENSG00000204178	3940
ENSG00000204186	10282
ENSG00000204209	3662
ENSG00000204217	11893
ENSG00000204219	3515
ENSG00000204220	2952
ENSG00000204227	1818
ENSG00000204228	1171
ENSG00000204231	4007
ENSG00000204237	1600
ENSG00000204248	6740
ENSG00000204253	881
ENSG00000204256	7337
ENSG00000204257	2534
ENSG00000204262	7156
ENSG00000204264	2006
ENSG00000204267	6385
ENSG00000204271	2222
ENSG00000204272	1529
ENSG00000204291	6637
ENSG00000204301	9748
ENSG00000204304	4350
ENSG00000204305	2077
ENSG00000204308	2043
ENSG00000204310	3631
ENSG00000204314	4261
ENSG00000204315	1345
ENSG00000204316	4177
ENSG00000204344	3954
ENSG00000204348	2483
ENSG00000204351	5565
ENSG00000204356	2719
ENSG00000204366	1875
ENSG00000204370	2126
ENSG00000204371	7289
ENSG00000204381	2938
ENSG00000204386	4822
ENSG00000204387	1795
ENSG00000204388	2520
ENSG00000204389	2433
ENSG00000204390	2624
ENSG00000204392	1077
ENSG00000204394	6081
ENSG00000204397	1688
ENSG00000204406	12933
ENSG00000204410	7305
ENSG00000204427	4153
ENSG00000204428	2621
ENSG00000204435	2933
ENSG00000204438	3528
ENSG00000204439	2475
ENSG00000204442	3478
ENSG00000204444	1660
ENSG00000204463	5310
ENSG00000204469	9115
ENSG00000204498	1779
ENSG00000204514	12600
ENSG00000204516	2854
ENSG00000204519	4709
ENSG00000204520	1386
ENSG00000204524	2543
ENSG00000204525	2507
ENSG00000204536	5086
ENSG00000204560	4008
ENSG00000204564	2118
ENSG00000204568	1888
ENSG00000204569	5215
ENSG00000204574	4523
ENSG00000204576	4281
ENSG00000204580	9122
ENSG00000204590	8646
ENSG00000204592	2975
ENSG00000204599	4249
ENSG00000204604	5281
ENSG00000204611	4891
ENSG00000204618	2206
ENSG00000204619	2538
ENSG00000204623	19531
ENSG00000204628	6333
ENSG00000204632	1763
ENSG00000204634	6030
ENSG00000204642	4685
ENSG00000204650	8638
ENSG00000204673	5732
ENSG00000204681	8470
ENSG00000204682	3801
ENSG00000204685	2285
ENSG00000204713	7986
ENSG00000204745	3819
ENSG00000204764	10965
ENSG00000204767	2999
ENSG00000204790	13595
ENSG00000204792	4176
ENSG00000204822	1344
ENSG00000204839	4408
ENSG00000204842	13934
ENSG00000204843	10439
ENSG00000204851	5506
ENSG00000204852	9605
ENSG00000204856	2753
ENSG00000204859	4503
ENSG00000204899	2299
ENSG00000204920	3436
ENSG00000204922	2398
ENSG00000204923	5666
ENSG00000204934	3291
ENSG00000204941	4678
ENSG00000204946	7170
ENSG00000204947	3687
ENSG00000204954	3096
ENSG00000204956	4653
ENSG00000204959	5118
ENSG00000204977	8080
ENSG00000204991	7975
ENSG00000205047	6938
ENSG00000205060	7109
ENSG00000205084	3814
ENSG00000205085	2588
ENSG00000205090	752
ENSG00000205133	6724
ENSG00000205138	1131
ENSG00000205155	1336
ENSG00000205181	6294
ENSG00000205189	10216
ENSG00000205208	3730
ENSG00000205213	6340
ENSG00000205220	1853
ENSG00000205221	3710
ENSG00000205246	2636
ENSG00000205250	3582
ENSG00000205268	7425
ENSG00000205269	8426
ENSG00000205302	4254
ENSG00000205309	1961
ENSG00000205323	3396
ENSG00000205336	8319
ENSG00000205339	7245
ENSG00000205352	2897
ENSG00000205356	9096
ENSG00000205362	396
ENSG00000205363	2204
ENSG00000205364	942
ENSG00000205413	6852
ENSG00000205423	4178
ENSG00000205426	1929
ENSG00000205464	7185
ENSG00000205476	6363
ENSG00000205485	3110
ENSG00000205517	4359
ENSG00000205531	5194
ENSG00000205534	4387
ENSG00000205542	1705
ENSG00000205544	707
ENSG00000205571	3088
ENSG00000205578	3825
ENSG00000205581	5102
ENSG00000205583	2917
ENSG00000205593	5935
ENSG00000205629	2606
ENSG00000205643	2005
ENSG00000205659	3690
ENSG00000205664	3054
ENSG00000205670	4200
ENSG00000205683	6868
ENSG00000205707	2466
ENSG00000205726	21702
ENSG00000205730	7693
ENSG00000205746	6973
ENSG00000205758	6177
ENSG00000205763	1433
ENSG00000205765	5572
ENSG00000205795	2847
ENSG00000205808	2959
ENSG00000205885	6094
ENSG00000205903	3571
ENSG00000205937	8582
ENSG00000205978	7955
ENSG00000205981	3586
ENSG00000206052	9387
ENSG00000206053	4768
ENSG00000206149	8363
ENSG00000206190	8406
ENSG00000206337	3138
ENSG00000206341	1837
ENSG00000206384	9733
ENSG00000206417	3420
ENSG00000206418	2467
ENSG00000206432	10638
ENSG00000206503	2710
ENSG00000206527	5351
ENSG00000206530	12160
ENSG00000206535	2249
ENSG00000206538	11574
ENSG00000206560	11276
ENSG00000206562	5712
ENSG00000206573	6692
ENSG00000207561	98
ENSG00000207949	110
ENSG00000208024	110
ENSG00000210082	1559
ENSG00000210196	68
ENSG00000211445	2604
ENSG00000211448	7500
ENSG00000211450	2162
ENSG00000211455	6921
ENSG00000211456	7352
ENSG00000211459	954
ENSG00000211460	4407
ENSG00000211584	4921
ENSG00000212123	1806
ENSG00000212694	4769
ENSG00000212719	8760
ENSG00000212724	850
ENSG00000212747	2017
ENSG00000212802	665
ENSG00000212864	1142
ENSG00000212907	297
ENSG00000212916	5450
ENSG00000212978	3104
ENSG00000213015	2403
ENSG00000213020	7148
ENSG00000213024	6020
ENSG00000213025	357
ENSG00000213047	13203
ENSG00000213058	357
ENSG00000213064	11221
ENSG00000213066	15159
ENSG00000213073	3131
ENSG00000213079	5295
ENSG00000213085	2625
ENSG00000213096	7408
ENSG00000213160	5509
ENSG00000213186	7865
ENSG00000213190	4072
ENSG00000213214	2451
ENSG00000213222	1027
ENSG00000213225	2731
ENSG00000213240	6436
ENSG00000213246	2076
ENSG00000213281	4449
ENSG00000213337	5330
ENSG00000213339	3430
ENSG00000213341	6928
ENSG00000213347	5154
ENSG00000213366	5864
ENSG00000213380	5784
ENSG00000213390	6161
ENSG00000213397	4019
ENSG00000213398	2625
ENSG00000213420	3828
ENSG00000213442	614
ENSG00000213443	844
ENSG00000213445	4668
ENSG00000213462	4574
ENSG00000213463	2096
ENSG00000213465	2084
ENSG00000213516	5087
ENSG00000213523	3454
ENSG00000213533	5730
ENSG00000213551	3955
ENSG00000213553	1093
ENSG00000213563	3001
ENSG00000213585	3164
ENSG00000213588	2716
ENSG00000213593	2246
ENSG00000213614	9731
ENSG00000213619	3670
ENSG00000213625	5105
ENSG00000213626	4535
ENSG00000213638	2235
ENSG00000213639	5760
ENSG00000213654	1854
ENSG00000213672	3635
ENSG00000213676	3660
ENSG00000213689	2197
ENSG00000213693	2181
ENSG00000213694	8754
ENSG00000213699	3902
ENSG00000213713	895
ENSG00000213719	1942
ENSG00000213722	2538
ENSG00000213741	2656
ENSG00000213753	4969
ENSG00000213760	2147
ENSG00000213762	3771
ENSG00000213799	4413
ENSG00000213839	708
ENSG00000213846	745
ENSG00000213853	8718
ENSG00000213859	3051
ENSG00000213865	2510
ENSG00000213866	975
ENSG00000213888	1796
ENSG00000213901	6531
ENSG00000213903	4465
ENSG00000213918	11267
ENSG00000213923	6699
ENSG00000213928	3794
ENSG00000213930	4363
ENSG00000213949	18566
ENSG00000213963	6505
ENSG00000213965	2967
ENSG00000213977	1377
ENSG00000213983	6897
ENSG00000213988	5017
ENSG00000213995	3540
ENSG00000214013	7685
ENSG00000214021	10403
ENSG00000214022	4649
ENSG00000214026	2975
ENSG00000214029	4118
ENSG00000214046	6020
ENSG00000214063	5841
ENSG00000214078	3608
ENSG00000214087	2597
ENSG00000214106	2974
ENSG00000214110	998
ENSG00000214113	9443
ENSG00000214114	5313
ENSG00000214135	3502
ENSG00000214140	5305
ENSG00000214160	3464
ENSG00000214174	3858
ENSG00000214176	8469
ENSG00000214182	1162
ENSG00000214193	4474
ENSG00000214194	1896
ENSG00000214226	2410
ENSG00000214253	1795
ENSG00000214274	1430
ENSG00000214279	8017
ENSG00000214293	3100
ENSG00000214300	4131
ENSG00000214309	1568
ENSG00000214331	3828
ENSG00000214357	6424
ENSG00000214367	7067
ENSG00000214389	784
ENSG00000214391	1613
ENSG00000214401	976
ENSG00000214413	8075
ENSG00000214425	7346
ENSG00000214455	917
ENSG00000214517	7917
ENSG00000214530	3710
ENSG00000214548	15769
ENSG00000214575	8215
ENSG00000214654	1410
ENSG00000214655	7949
ENSG00000214706	3712
ENSG00000214717	4755
ENSG00000214753	5293
ENSG00000214756	3185
ENSG00000214765	4538
ENSG00000214814	6058
ENSG00000214826	4138
ENSG00000214832	1472
ENSG00000214900	7061
ENSG00000214941	2559
ENSG00000214944	15617
ENSG00000214960	2644
ENSG00000214982	2674
ENSG00000215012	6803
ENSG00000215021	2502
ENSG00000215030	636
ENSG00000215039	3411
ENSG00000215041	6170
ENSG00000215067	3217
ENSG00000215068	2773
ENSG00000215105	6209
ENSG00000215114	5390
ENSG00000215154	2751
ENSG00000215190	2969
ENSG00000215193	20042
ENSG00000215251	2874
ENSG00000215252	7725
ENSG00000215256	3593
ENSG00000215271	5616
ENSG00000215301	6689
ENSG00000215302	2331
ENSG00000215305	3364
ENSG00000215374	3339
ENSG00000215375	4305
ENSG00000215386	5502
ENSG00000215421	12190
ENSG00000215424	7605
ENSG00000215440	7641
ENSG00000215447	1549
ENSG00000215513	4808
ENSG00000215548	931
ENSG00000215615	727
ENSG00000215699	4566
ENSG00000215700	2370
ENSG00000215712	4644
ENSG00000215717	4574
ENSG00000215750	2198
ENSG00000215769	3113
ENSG00000215781	1594
ENSG00000215784	2393
ENSG00000215788	3918
ENSG00000215790	2504
ENSG00000215883	6244
ENSG00000215908	4534
ENSG00000216775	3039
ENSG00000216895	1683
ENSG00000216937	5690
ENSG00000217094	495
ENSG00000217128	6674
ENSG00000217165	2632
ENSG00000217555	1161
ENSG00000217930	2383
ENSG00000218175	345
ENSG00000218226	2226
ENSG00000218283	967
ENSG00000218336	11983
ENSG00000218426	447
ENSG00000218510	1424
ENSG00000218739	4698
ENSG00000218891	2558
ENSG00000219200	1789
ENSG00000219201	1115
ENSG00000219438	3173
ENSG00000219481	12212
ENSG00000219507	514
ENSG00000219545	3549
ENSG00000219607	1736
ENSG00000219626	4915
ENSG00000219665	5890
ENSG00000219891	1657
ENSG00000220023	3060
ENSG00000220205	3268
ENSG00000220583	363
ENSG00000220785	2961
ENSG00000221817	5438
ENSG00000221818	7077
ENSG00000221821	550
ENSG00000221823	3363
ENSG00000221829	3614
ENSG00000221838	4722
ENSG00000221843	6200
ENSG00000221852	1177
ENSG00000221866	16372
ENSG00000221869	2178
ENSG00000221886	2925
ENSG00000221890	5784
ENSG00000221909	2717
ENSG00000221914	7864
ENSG00000221923	3719
ENSG00000221926	5640
ENSG00000221944	2448
ENSG00000221955	5728
ENSG00000221963	10121
ENSG00000221968	6283
ENSG00000221978	6835
ENSG00000221983	4306
ENSG00000221988	3268
ENSG00000221990	1614
ENSG00000221994	3659
ENSG00000221995	6608
ENSG00000222009	3520
ENSG00000222011	2729
ENSG00000222041	3125
ENSG00000223345	756
ENSG00000223361	930
ENSG00000223380	2356
ENSG00000223403	2641
ENSG00000223459	2458
ENSG00000223477	4893
ENSG00000223482	6851
ENSG00000223496	1700
ENSG00000223501	4503
ENSG00000223508	1023
ENSG00000223509	2846
ENSG00000223546	4077
ENSG00000223547	6620
ENSG00000223551	618
ENSG00000223612	704
ENSG00000223705	4822
ENSG00000223745	4786
ENSG00000223749	1757
ENSG00000223756	3666
ENSG00000223764	4152
ENSG00000223768	1391
ENSG00000223773	5921
ENSG00000223804	2561
ENSG00000223865	2862
ENSG00000223891	2186
ENSG00000223959	9532
ENSG00000223960	4001
ENSG00000224032	3344
ENSG00000224051	2556
ENSG00000224078	32477
ENSG00000224086	3981
ENSG00000224114	433
ENSG00000224259	1266
ENSG00000224287	2278
ENSG00000224397	2451
ENSG00000224411	2196
ENSG00000224431	3556
ENSG00000224470	8537
ENSG00000224531	4686
ENSG00000224543	934
ENSG00000224546	1850
ENSG00000224578	1377
ENSG00000224596	4427
ENSG00000224597	4995
ENSG00000224631	566
ENSG00000224660	5733
ENSG00000224713	2494
ENSG00000224818	598
ENSG00000224861	960
ENSG00000224870	2525
ENSG00000224877	1376
ENSG00000224914	3287
ENSG00000224945	1038
ENSG00000224975	945
ENSG00000225032	2247
ENSG00000225131	702
ENSG00000225135	1477
ENSG00000225138	4302
ENSG00000225151	5378
ENSG00000225177	1220
